polygon_id,x,y
1,-69.59631,124.516
1,-95,80
1,-253,245
1,-175.04048,343.2835
2,-25.28817,150.2807
2,-69.59631,124.516
2,-175.04048,343.2835
2,-62.06564,397.818
3,25.96631,150.3403
3,-25.28817,150.2807
3,-62.06564,397.818
3,63.38283,397.7224
4,70.33433,124.679
4,25.96631,150.3403
4,63.38283,397.7224
4,176.27443,343.0158
5,70.33433,124.679
5,95.84161,80.2222
5,254.08408,244.6136
5,176.27443,343.0158
5,70.33433,124.679
