polygon_id,x,y
1,-41.49363,144.3373
1,-95,80
1,-253,245
1,-102.3216,385.3847
2,42.18557,144.4347
2,-41.49363,144.3373
2,-102.3216,385.3847
2,103.6198,385.2278
3,95.84161,80.2222
3,42.18557,144.4347
3,103.6198,385.2278
3,254.08408,244.6136
